Date,Country,User Name,Score,Title,Review Text,Version,Helpful Count
"2023-12-12T05:32:40-07:00","us","The pillZ","5","Amazing","So cool that we have home devices like this now. I think you could have better on boarding baked into the sessions when you start, I had to seek out how the positive reinforcement actually works and its explained in day 4 of a video series, but that info should be drip fed through the first few sessions because it helps you immensely.

After I started trying to “feel happy” when ball goes up, and “feel bad” when ball goes down, thats what trains the subconscious to prefer better blood flow.

That part was missed, and took me 2 weeks to figure out as I was poking around and playing with the app.

My gf asked how does it work? I had no idea and couldn’t explain it to her… but now I can because I watched that video series.","2.2.2",""
"2023-12-12T04:44:50-07:00","us","Hibaradaj","5","Feeling it","Not entirely sure how it works, but I can feel the positive effects just after initial weeks or so. Thank you for an amazing swift app and great product overall!","2.2.1",""
"2023-12-11T03:06:00-07:00","ca","A Ignot","5","Love Mendi","Invested in mendi Indiegogo campaign. Love the headset and how the app continues to provide more info and things to do. I’m really into the Winnerminds gym.","2.2.1",""
"2023-12-10T10:34:02-07:00","se","Mediterat","5","Meditation","Hjälper mig att meditera","2.2.1",""
"2023-12-07T02:24:36-07:00","de","Another Joe","5","Rundum zufrieden","Inwieweit Mendi tatsächlich das leisten kann, was die Werbung verspricht, kann ich nach zwei Wochen noch nicht beurteilen. Doch alleine die Tatsache, dass die App mich motiviert, jeden Tag zehn Minuten Zeit für mich zu nehmen und achtsam zu sein, macht Mendi lohnenswert. Und wenn dann später noch die erhöhte Konzentrationsleistung, Ausgeglichenheit und besserer Schlaf hinzu kommen, umso besser.","2.2.1",""
"2023-11-30T11:40:25-07:00","gb","Kismyrrrs","5","Mendi","Fantastic body trading","2.1.0",""
"2023-11-27T19:37:55-07:00","us","ShaTipRN","5","Helping my brain","It is a challenge to try to stay focused. But with Mendi I am seeing improvement since I first started. I can also see a difference in my score if I have been drinking  or I’m tired or sad.","2.1.0",""
"2023-11-27T01:56:38-07:00","gb","Jase-777","5","Helps focus","Brilliant","2.1.0",""
"2023-11-24T05:41:24-07:00","mx","OSVBEN","5","Love the system","Been using it for a month 👍","2.1.0",""
"2023-11-22T22:24:55-07:00","ch","Pierre LeTrognon","5","Der Jungbrunnen fürs Hirn","Die beste App. Ich benutze sie seit Jahren täglich","2.0.2",""
"2023-11-21T06:49:23-07:00","dk","Janniydo","5","Brugervenlig","Meget brugervenlig","2.1.0",""
"2023-11-20T20:05:52-07:00","us","aasweet3","5","Consistency is key!","We got the Mendi almost a year ago during Black Friday, we got a $100 discount which was great. I really like that the app is free and several people can use the same device without having to pay any additional fees for subscriptions. At first I was spotty with my Mendi practice but as I have become more consistent I have noticed greater improvement with my overall scores. Beyond the scores, I am an adult male with ADHD and have found that my mood has improved as well as my ability to focus on everyday tasks. I would recommend the Mendi for anyone who has a desire to improve their mental health. I would love to see Mendi introduce more games so there is a variety in the brain training. It would also be  cool to see more statistics to track improvement over time.","2.0.2",""
"2023-11-19T02:58:41-07:00","us","AlphaMike1730","5","Perfect","Great app for all.","2.0.2",""
"2023-11-17T00:47:03-07:00","us","AAR NYC","5","Mendi app","This is an amazing neuro feedback app that has been very helpful in my everyday life.","2.0.2",""
"2023-11-12T18:18:38-07:00","us","amonof4","5","Great device/ Great company","I really appreciate the simplicity of Mendi yet the profound changes it can make.  Also, the design is very durable.  The value is fantastic!  Thank you!  Keep up the great work!","2.0.2",""
"2023-11-11T02:17:04-07:00","de","Reese9846","4","Sehr gute App","Ich benutze die App jeden Morgen und es hilft mir. Das ch habe es direkt als Teil meiner morgenroutine eingebaut. 

Eine Verbesserung die ich mir wünsche würde wäre die Anzeige von absoluten Werten. 

So dass die Baseline im Werten angegeben wird. So erhält man einen Anhaltspunkt wie aktiv meine Gehirn schon war.  

Ich gebe 4,6/5 Sterne","2.0.2",""
"2023-11-09T16:11:22-07:00","us","Functional Neurologist","5","Dr. Daniel McBride","I use Mendi and I recommend it to my patients.","2.0.2",""
"2023-11-09T06:29:18-07:00","us","Rosyc11","5","A Great Way To Start My Day","I have loved starting my day with a Mendi session. I am a 3rd grade teacher and anything that can help me calm and support my mind is important to me. I love that Breathwork and reflection have added. That quick check in has really enhanced my Mendi practice.","2.0.2",""
"2023-11-06T14:44:42-07:00","us","Dont.Be.Deuby","5","Worth it","100% worth it. App keeps improving but not as much as my brain training and focus. The Mendi effect is real. I like the bonus meditations and the new breath work. Just 10 minutes a day and you will notice a difference after a week or so. My 8 years has been doing this and it’s been great in helping train his mind to focus and pay attention. Funny thing is he thinks he is playing a game. This is cool!","2.0.2",""
"2023-11-06T04:43:34-07:00","gb","MegaGnome2000","5","Awesome app","It would be good, if there was an option for 30 min sessions. Which is the norm in neurofeedback clinics and is how I used to do nIR HEG and pIR HEG.","2.0.2",""
"2023-11-03T02:18:19-07:00","us","Danmor321","5","Mendi will change the world","This is incredible , it has impacted me in deep ways . I can definitely see how it will have a profound impact on who ever uses it and eventually in human life as a whole","2.0.1",""
"2023-11-02T09:00:37-07:00","us","Gracesky11004","5","Mendi is the best!","I love this product. I got mendi to help improve my concentration. I use it everyday as part of my morning routine. Within two weeks I noticed that my focused improved. I highly recommend this product to anyone struggling with concentration issues! It’s a game changer. I also love that the app comes with informative videos that explain how mendi works on the brain.","2.0.1",""
"2023-10-30T00:07:39-07:00","gb","Roddersnzuk","5","Very Helpful","Great device and the application is getting better looks cleaner now and I really enjoy my sessions with Mendi and the application works well for what it is aiming to do","2.0.1",""
"2023-10-25T23:03:44-07:00","dk","nd_fredpinto","5","Meaningful app & device","Modern life meditation guide","2.0.1",""
"2023-10-23T07:15:46-07:00","us","whizdoms","5","Mendi is my new friend for life!","When I bought the Mendi, I told myself that i couldn’t buy one more thing, unless I was going to use it. My new friend for life.

Since my dad had dementia, and I’ve been experiencing signs of it, I wanted to do everything I could to retrain my brain and give my brain the best opportunity of living out its best life for the remaining years that I have.

I’m still very new to Mendi, but I already feel a difference in how I sense  how I feel when my over analytical thinking mind begins to take over. 

Mendi is definitely my new friend for life and I look forward to many new journeys ahead!","2.0.1",""
"2023-10-22T22:04:36-07:00","qa","AndrewWilmot007","5","Helpful start to supercharge the day","Love the simplicity and required discipline to start my days. Over the past two months the Mendi has been part of my morning routine after waking up - that is after Wim Hof breathing and the cold immersion tub, the ten minutes of mind focus provides a strong foundation for my morning work effort and calms my mind for sustained high performance critical thinking.","2.0.1",""
"2023-10-20T21:02:15-07:00","se","Johandahl27","5","Problem with the app","I have the same problem as Stefan_E","2.0.1",""
"2023-10-14T18:14:57-07:00","ca","keen_listener","5","Amazing!","The app together with the device is changing the way we approach concentration in our family. We are looking forward to the next few months of training to see how it will change our family’s lives. So grateful that this type of technology exists at the consumer level! Give it a try and you won’t regret it. Thanks!","1.28.1",""
"2023-10-08T07:59:01-07:00","us","ttsiege","5","Great app and device","Really helps me stay centered and calm","1.28.1",""
"2023-09-25T07:15:18-07:00","se","Juni691234566","5","Amazing","Love the empowerment to be able to strengthen my brain by myself","1.27.3",""
"2023-09-04T07:50:23-07:00","us","Mindfulgirl1111","5","Incredible","This app is amazing, it has helped my anxiety and throught/response patterns. Helps me to sleep and I’m my kid loves it too!","1.27.3",""
"2023-08-29T04:47:15-07:00","be","RitonTpe","3","Something wrong","Great expected that today I cannot login, I need to re register?
They update the app and create a new issue","1.27.3",""
"2023-08-22T07:39:34-07:00","us","Guinness71","1","Very glitchy","Doesn’t work a few months after purchase. Not much response from customer service. They might be too busy rolling in all the money they have made. Maybe try a mindfulness app instead","1.27.2",""
"2023-06-30T07:39:22-07:00","nl","nomemory2","3","App not working anymore","Since a few days the app stops after using the start button on my iphone. As an alternative I also installed the app on my samsung and here it crashes after at first getting stuck.","1.26.3",""
"2023-06-27T08:25:50-07:00","us","Vibing","2","App crashing","Before the update the app was working; however since the new update the app crashes right before training and need to restart which is very annoying. Please fix the crashing issue.","1.26.3",""
"2023-06-25T02:09:50-07:00","gb","Pollyanna42","1","Making me feel ill","I used this for about 10 days and began to feel very mentally and emotionally unwell. I stopped and after a couple of weeks was a lot better. (It’s unusual for me to feel like this). I had another go on it yesterday, and within hours, I was feeling unwell again, like before, and did not sleep to boot. I will never use it again.","1.26.3",""
"2023-06-21T20:30:10-07:00","us","EaganRackley","1","Crashes with 1.23.6","Crashes every time I use it after the update and there doesn’t seem to be a way to go back :( Now my Mendi is just a very expensive pape weight - except not even a very good one because it’s not that heavy :/","1.26.3",""
"2023-06-03T21:49:15-07:00","us","Atrianata","1","Glitchy app","Does not starts and only show context and history of the previous activity. No way to fix it","1.26.1",""
"2023-06-03T12:00:27-07:00","us","Dr. Murican","2","It’s buggy, there is no variety, and the device sensors don’t work well","There is no variation to the training. So even just after a few days of using it, it gets boring and I zone out. Also, I was just doing a session and somebody in the background started talking about what the mendi score is toward the of it and then the app froze and the 10+ minutes of training did not complete and got stuck on “loading”. Also, I am considering getting a refund because the device doesn’t seem to get a correct signal from my head half the time so then you see tremendous falls of 20-30% without me being able to do anything about it… until the sensors catch a signal again. I think this product is simply not ready for customers. The sensors/ system need to be better and the app as well needs debugging and much more variety to the training to keep the customer engaged. I am disappointed.","1.26.1",""
"2023-05-28T11:33:56-07:00","fi","anUser23","2","Where is my training history?","Updated the app and the whole training history was gone","1.26.0",""
"2023-03-13T06:56:29-07:00","ca","KreeKickers","4","A Good Product","I have been using the Mendi app and headband for about a year now. I am starting to see improvements in multiple areas.

I would like to see the app expanded with more features and opportunities to learn about the brain in the future.

The app runs perfectly smoothly for myself.","1.24.0",""
"2023-03-08T08:13:59-07:00","gt","Siloe66","1","Start boton","Start botón  does not apear have to reinstall app Évery time i want to use it","1.24.0",""
"2023-02-23T08:54:53-07:00","us","V~!","1","App works, not so sure about head band","I’m very skeptical about this concept. Application works well and didn’t crash at all, however the band works equally well when worn on my head or over my knee or over my pillow.
Actually it gave better score when worn over the pillow. Customer service response was quick and full of explanations why it’s ok. Sorry, not buying it. My Garmin watch with optical sensor doesn’t read HR when removed from my wrist.","1.24.0",""
"2023-02-20T23:40:39-07:00","us","Carlon Arrington","1","Not good for much.","Not good for much. I regret spending money on it.","1.24.0",""
"2023-02-13T01:34:52-07:00","ro","soulcalibrehd","5","Recenzie","Foarte frumos si bun","1.24.0",""
"2023-02-03T04:04:11-07:00","ch","Robe 99","2","Do Not See any Benefits","Extensive device. Feedback Scores are intransparent.","1.24.0",""
"2023-01-25T07:13:36-07:00","ca","Ride Hanna","1","Not great.","I open the App to train and no option listed to get the session started so I have to delete App in order for the options to show up, and of course In deleting all my data ,… frustrating.","1.24.0",""
"2023-01-25T01:28:02-07:00","gb","mdvegar","1","App keeps Crashing","The developers need to improve the quality of the app, it continuously crashes which means I have to constantly delete & reinstall. Spoils the experience of enjoying the device.","1.24.0",""
"2023-01-23T08:23:30-07:00","us","WilliamLewis96","4","Works well!","I recently bought a Mendi headset, I think this app works really well. One item I wish the app would do, is write mindfulness data to HealthKit, so your time shows up within the health app.","1.24.0",""
"2023-01-15T20:47:43-07:00","us","Brownian Motion","4","App needs work to make it more useful","I got the Mendi about 10 days ago and I’ve been using it every day. I’m still figuring out how to control the ball - clearly that requires some mental experimentation. I believe I’ve made progress and almost all days, my assessment of the session matches, qualitatively, my Mendi score. There were some surprises tho. On my first session this afternoon, I was thinking about something stressful at work and became very agitated. I looked at the ball and, during that time, it was gyrating wildly, going steeply up for a little bit and then falling steeply into the depths. It was like the ball was riding needles up and down! I fully expected my Mendi session to have a low score, but to my surprise, I got my highest score ever at 90 and my highest ever area under the graph! That was puzzling and a little disturbing because I did not expect, or want, my scores to be high when I was agitated and my frontal lobe completely out of my conscious control! Not sure if this is an actionable item but i wanted to put it out there in the hope that it’s a useful tidbit. Couple fixes and changes I’d like: Id like to be able to see all my numbers and plots for a session even if it isn’t the best session of the day. Right now it only gives you hints of what your numbers could be by showing you part of each number, with no way of clicking on them and seeing them fully! The second is that the app has frozen on me a couple of times after using it, when I try to scroll up and down.","1.24.0",""
"2023-01-01T19:11:13-07:00","us","Flyboy Instructor","1","This app makes the device almost unusable","This app is hopeless. It is so user unfriendly. 
I can’t run new sessions. I can’t up the sessions.
I am returning the device because of this hopeless app","1.24.0",""
"2022-12-30T09:38:32-07:00","nl","OllieRott","4","Oliver","The new start training button feels more intuitive but… If I’m not wrong, it is not visible any more after I have trained for one session. It appears again once a new day starts. This way I don’t get the ability to do a second or third session later on the same day. 
For the rest the app looks and works great.","1.24.0",""
"2022-12-17T14:26:03-07:00","ca","iWhymy","1","Super buggy and laggy","There is high chance that if you reading this you have already fallen in their trap and even if you try to come out with their 30 days money back promise you will come to know there catch! There is Very little you can do with the app. It has only one game which work with its device and it also has a lag which makes it harder to really work with this brain feedback phenomenon. There score system is buggy. Inshort when they say you are doing good even if not in real you have to believe so and same thing other way around. No apple health support as well.","1.23.2",""
"2022-12-13T17:43:32-07:00","us","Uptownbrownny","2","Would have given five stars","Mendi has helped me with my focus and think it does what it claims.  But I have to say that their customer service is the worst. It matters because the software is buggy. It registers the wrong day, doesn’t recognize that I’ve completed a session, and some of the scores appear random—the exact same scores on the three metrics but different scores overall. I want to be a fan and talk it up, but the customer service department has gone out of their way to make that impossible.","1.23.2",""
"2022-12-06T09:53:01-07:00","us","NF-Guy","1","Would not fully connect","I’m a Ph.D pyschologist very familiar with neurofeedback and I was excited to try this device. Unfortunately I could not get it to work on my iPhone 12. It connected to the app but the sensors never turned on once the headband was in place. Very disappointed. NF-Guy","1.23.2",""
"2022-11-11T13:54:21-07:00","au","AzharElmiza","1","Did not record","New update won’t record your latest training result if you trained more than one session a day.","1.23.2",""
"2022-10-09T16:11:09-07:00","us","SharkRepair","3","Feedback for the devs","Hello! Thank you for your continued work on the app. I look forward to seeing it expand with more content and different games. I have a couple issues and suggestions:

I dislike the chime tone. It reminds me of casinos and I end up turning my volume all the way off to avoid it. A variety of tones to choose from or the option to turn off the chimes while still having the music would be great.
The visual display that comes up after a session rarely displays the Mendi score at this point. I have the most recent update. I usually receive a message instead to do a session or swipe to see my history. I can still see the individual metrics below, but the inconsistency and not knowing how to compare with previous results makes me less enthusiastic to use the app and has led to gaps in training. It seems to post the results twice, actually now that I look at it again, but the date is inaccurate. I trained today but not yesterday, however today’s results are displayed with both yesterday’s and today’s dates, yesterday having the visual Mendi score and today having the message to do a session or swipe left","1.22.0",""
"2022-09-07T09:28:46-07:00","us","The1pictureguy","3","App not working","I received my Mendi 2-12-22 and I cannot get past the email page in app. It would not send an email either. I requested a resend multiple times. I Checked junk section also, in case it got sent there. Nothing!!! Please fix now!!!!

Update: We finally got the app to work. I’m not sure how since it was so long ago.  I actually forgot to come update this review.  Working on using it regularly so we can see how it benefits us.","1.20.1",""
"2022-07-18T09:49:56-07:00","cl","anicknamenoonehaves","3","Cant use the app","After last update, app crash all the time i tries to go to Journal","1.20.1",""
"2022-07-15T17:21:58-07:00","au","markwils","2","App performs worse with each new release.","After achieving some notable success in training my brain with this app, I have noticed a recent update has slowed the performance of starting and ending a session. Now I find I can’t even start a session as the app freezes on the screen requesting I rotate my screen to start. No matter what I do with the screen orientation I can’t get the session to start.  :-(","1.20.1",""
"2022-07-10T21:28:55-07:00","us","composingkeys","2","Not enough variety","Mendi doesn’t have enough variety. It is currently only the ball game and one music piece. For something you are encouraged to do at least 3 times a week 5 minutes a session, I wish there was more. For the price, I feel this hurts the experience and desire to use it.","1.20.1",""
"2022-06-18T06:40:34-07:00","gb","The_Silver_Fox","5","Constant improvements","The app is improving constantly which is very exciting and great to see. I do however wish there were more games/challenges to mix it up a bit.","1.19.0",""
"2022-05-25T10:00:22-07:00","us","Pbxs","5","Simple","But effective — love the device itself, it’s designed so well.  App isn’t feature heavy, but it’s maturing; awesome product","1.19.0",""
"2022-05-24T14:36:31-07:00","us","MarqR","4","Apps works well, but it is slow to load some UI","Update:  I contacted support and was told that the delays on some screens was due to backend server load issues that are being addressed. This does seem to explain the issues I am/was seeing:

1) Initial screen when starting a session - the “button” for selecting me vs a guest is slow to fill in with my name and let me start a session. 

2) “Rotate to landscape” prompt is slow to respond after rotation and then load the start of a session. 

3) The end of a session appears hung, but does eventually load the concluding screens of a session. 

It would seem to make sense to display some sort of animation at these junctures that shows the user that the app is still running, and not broken. Perhaps some sort of background asynchronous communication/loading could also make the app appear more responsive. 

All told, I’m happy with the app and the Mendi headband device. I hope more customization of the session experience will be added in the future. 

It would be nice to have additional choices of background music, to play your own music, or turn off music. It might be nice to have a more beautiful background than the current sky/color gradient, such as actual natural imagery: sky, forest, or a coastal landscape. I wonder if some other changing focus image other than the spinning ball, like a fountain/jet of water, a point or sphere of light, or perhaps something purely aural - a fluctuating sound such a variable frequency filter over brown/white/pink noise. 

I’m still working with the system and look forward to getting better at using it, and hope the user experience will be improved/made more customizable. 

============
The Mendi app seems to be working well, but at the end of a training session the app hangs on a blank (colored, but no UI) screen. I need to go to the iOS app switcher, swipe it away, and restart it. The app shows that my session activity is recorded, but this clearly isn’t a good user experience. I’m doing a 10 minute session, running iOS 15.5, on an iPhone 13 Pro Max with 256 GB storage. The Mendi app version is v1.19.0.2205101542. Device model V4, Hardware version r2.1a-ty1, Firmware 1.0.2","1.19.0",""
"2022-05-21T15:20:28-07:00","us","Bjorn E.H","3","App issues","I have had  Mendi for a week now and here is my review. 

The device works well and I like it so far, very easy to use with a awesome design. 

However, the app has issues with the login page, I need to login several times to get in, it also takes a long time loading to get your results after a session. 

I hope they can fix this soon!","1.19.0",""
"2022-05-18T13:53:55-07:00","us","ssilfan","1","Very glitchy experience","App has gotten completely glitchy. Have to click buttons multiple times to get to training session (get dropped back several times). Just completed a training session and after finishing it just go back to starting a new one without recording results. Apart from that there is the problem that the measurement method constantly seems to change. Whenever I I think I get a hold of how to control the ball, the criteria seem to change with a software update and I am starting from square zero again. Very inconsistent and frustrating. Almost ready to give up on the device.","1.19.0",""
"2022-05-13T22:45:19-07:00","se","Stefan_E","4","Very slow after some use","I have used my mendi for around 10 days (once or sometimes twice a day) and the app has already become very slow. End screen that shows result from current session does not show anymore even, have to kill the app to get past what is now an empty purple screen. Luckily the results are still stored.

Please fix performance. I don’t want to end up having to reinstall every week, losing the data, just to have it less sluggish.

Other than that i’d say the concept works! Placebo or not but i really feel that i can control the ball better and better, and feeling better also, especially after a good session","1.19.0",""
"2022-05-06T07:49:46-07:00","se","Newnicknamesarehardtofind","1","Login","Login, login, login, always these f**ing logins. Down the garbage bin this Mendi goes.","1.18.0",""
"2022-04-27T06:53:13-07:00","us","Lullery","5","Love!!!","Has helped with focus so much. I do wish there were more games, but for the price, I am very happy with it! 

I use to supplement my in office neurofeedback, as I can afford to go in as much anymore. Mendi is a cost effective way to get those benefits!!!","1.18.0",""
"2022-04-25T09:47:22-07:00","us","publicdoename","4","Umm…who was I 3 months ago?","I Love My MENDI. 

I’m giving four stars for now because the app has room for growth. Custom durations PLEASE PLEASE
PLEASE. Obviously, new practice games.  An API for devs. 

I LOVE MY MENDI

Does It Work? You betcha. Best meditations of my life. You so won’t be sorry if you buy a Mendi. 

If used regularly, you will wonder how you ever lived without this tool. I almost purchased a different kind of BCI. I chose MENDI (Best decision). In time, I’m sure I will try other products but I’m confident MENDI will always be my go to for my main practice. I suffer from ADHD and severe anxiety which means the typical medications. Been on them for years yet I’ve never felt as good as I do right now. 
I Love My MENDI

In February, the one preceding the original March pandemic madness, I lost my mother to cancer. She was my mom, rock, and she was my best friend too. I’m 41 now and have not had a job for 15 years or drove a car in who knows. Up to last year I had never lived alone. I’d never lived outside of the house I grew up in. My entire life has been fighting my mental health issues. Now  I’m a child trying to learn how to live like an adult. It isn’t easy. I have practiced a lot over the years but never long-term habit before. I look forward to time using MEMDI Then I met MENDI.

 I LOVE MY MENDI. 

I thank everyone at MENDI for this product. I don’t know how I could ever express my gratitude. You guys saved my life. Anything I can do to help
you guys, I’d be honored. I’d be happy to take part in any beta testing, clinical studies, research studies, learning paths, whatever it be. 

I Love My Mendi","1.18.0",""
"2022-01-30T14:59:28-07:00","co","Asokido","3","Add new languages","Please add the Spanish language.","1.0.15",""
"2022-01-15T07:13:29-07:00","es","Eddieformdjbcdhb","4","Feels great","Overall, it is a great device, truly feels a sensation of brain improvement. I’m just wondering if you’re planing to add an option to check on the device status, just to make sure that the Mendi is working properly.","1.0.15",""
"2022-01-09T10:24:18-07:00","gb","MelodicSymphony","1","Useless on ipad","In portrait mode app is incorrect orientation and same in landscape. Unusable and deleted","1.0.15",""
"2022-01-03T17:10:29-07:00","us","Sudoku user2011","1","App not working!","Stuck on the first page and can’t set it up beyond adding Email ID","1.0.15",""
"2021-11-25T08:19:30-07:00","ch","Sandy()-))","5","Love it !","Is possible to make it also in french Language

Thanks","1.0.14",""
"2021-11-25T07:55:04-07:00","ch","Siggi-Marbella","5","Language","Please insert german Language","1.0.14",""
"2021-11-18T12:20:35-07:00","mx","TierraCol","2","No way to re-start","Worked ok for 4 weeks then it didn’t reconized me, so I deleted and upload again. Gave my name then my email and keeps on telling me e-mail error!! NOW WHAT !!?","1.0.14",""
"2021-11-06T15:28:01-07:00","us","JeezyFoSheezy","2","App is stuck in portrait mode!!","Please fix this ASAP it's nearly unusable.","1.0.13",""
"2021-10-30T07:54:59-07:00","us","18;!3$/&2","3","Game doesnt load correctly","The game doesn’t load correctly when i start it from the app. It’s inverted and stuck in portrait mode. I have to restart the app multiple times.","1.0.13",""
"2021-10-22T06:23:00-07:00","ch","TLHTE","5","Great","Great","1.0.13",""
"2021-09-21T10:39:25-07:00","se","Wolfdingo","2","Great product, very limited app","Mendi is a game changer to be sure, but the app is disappointingly limited. Maximum session duration is arbitrarily 15 minutes. I am using Mendi to augment my meditation practice and 15 minutes is a short sit for me. Explanations for how the exercise works are lacking substance - neurofeedback is backed by solid science, but the instructions for how to do it in the app are all a bit fluffy. A “rating” option would also be good for when taking notes. These are my first impressions after a week. Looking forward to future improvements so I can give a 5 star rating!","1.0.12",""
"2021-08-11T02:20:19-07:00","ch","gi@mma","5","language","please insert italian . ths","1.0.11",""
"2021-07-10T23:00:30-07:00","us","fdbixler","5","Arrived!","My Mendi was delivered on Wednesday, July 7, 2021. Arrived it perfect condition, well packaged, beautifully made, and was a snap to setup. It took seconds for it to locate and connect with the free app. In fact, it took longer to download the app than it took to setup and begin using.  Entire process is incredibly intuitive. Having only been three days, it’s too soon to boast about any improvements, but I am certain I am feeling something going on in my head. Having read about the benefits of neuro-feedback in the book, “The Body Keeps The Score,” by Bessel Van der Kolk MD, I am excited by the possibilities of the benefits of consistent daily practice with Mendi. I have high hopes for this device and its training.","1.0.9",""
"2021-07-01T12:38:39-07:00","se","sokolovac","1","App dont work","Still waiting for my verification email. First impression is so important. I really believed this guys would deliver..","1.0.8",""
"2021-04-18T12:26:58-07:00","us","Leo Fassbender","5","Great tool","Sound theory and good user experience!","1.0.2",""
"2021-03-25T08:40:08-07:00","se","Lazyloading","5","Cool! 🧠","Really cool product! Used it for a week now and can already feel my sleep improving, also feel I can focus more easily at work!","1.0.1",""